device_id,user_id,device_type,os,device_city
D303377,U101374,Windows PC,MacOS 10.15,Hyderabad
D303378,U101690,Tablet,Windows 11,Bangalore
D303379,U103162,Android Phone,MacOS 12,Bangalore
D303380,U100232,Tablet,Windows 10,Bangalore
D303381,U104202,Android Phone,Android 11,Hyderabad
D303382,U100402,iPhone,Android 11,Ahmedabad
D303383,U102619,Tablet,Android 11,Kolkata
D303384,U104664,Windows PC,iOS 13,Jaipur
D303385,U100970,Android Phone,MacOS 12,Bangalore
D303386,U103436,Android Phone,Windows 10,Jaipur
D303387,U102748,Android Phone,iOS 13,Ahmedabad
D303388,U104099,Mac,Windows 10,Delhi
D303389,U102940,Android Phone,MacOS 10.15,Pune
D303390,U104241,iPhone,iOS 12,Lucknow
D303391,U102014,Android Phone,MacOS 10.15,Pune
D303392,U100819,Android Phone,Android 9,Bangalore
D303393,U103398,Android Phone,Android 12,Kolkata
D303394,U104838,Android Phone,Android 11,Jaipur
D303395,U102166,iPhone,Android 11,Chennai
D303396,U104099,Android Phone,Android 11,Kolkata
D303397,U104387,Android Phone,iOS 12,Hyderabad
D303398,U103227,iPhone,Windows 10,Jaipur
D303399,U103958,Android Phone,iOS 15,Lucknow
D303400,U102814,iPhone,iOS 13,Ahmedabad
D303401,U104023,iPhone,iOS 13,Kolkata
D303402,U101680,iPhone,Android 11,Kolkata
D303403,U102630,Android Phone,Windows 10,Pune
D303404,U100389,Android Phone,Windows 11,Delhi
D303405,U100981,Windows PC,iOS 14,Kolkata
D303406,U102895,Windows PC,Windows 11,Chennai
D303407,U103622,Android Phone,Windows 11,Lucknow
D303408,U100148,Android Phone,Windows 11,Jaipur
D303409,U100344,Android Phone,Android 10,Bangalore
D303410,U100031,iPhone,Android 10,Pune
D303411,U102587,Android Phone,iOS 13,Kolkata
D303412,U101676,Tablet,Android 9,Jaipur
D303413,U100264,Android Phone,Android 9,Kolkata
D303414,U103968,Tablet,Android 10,Pune
D303415,U102642,Android Phone,Android 10,Ahmedabad
D303416,U100050,Android Phone,Android 12,Jaipur
D303417,U103429,Android Phone,Android 12,Ahmedabad
D303418,U104557,Android Phone,Windows 11,Bangalore
D303419,U102095,Tablet,MacOS 10.15,Ahmedabad
D303420,U104748,Android Phone,Android 11,Chennai
D303421,U102084,Android Phone,iOS 12,Ahmedabad
D303422,U100387,Tablet,iOS 14,Lucknow
D303423,U100613,Android Phone,Android 12,Kolkata
D303424,U100334,Android Phone,Android 12,Jaipur
D303425,U101509,Android Phone,Windows 10,Mumbai
D303426,U101924,Android Phone,iOS 13,Kolkata
D303427,U102221,Mac,Windows 10,Jaipur
D303428,U102403,Android Phone,Android 9,Ahmedabad
D303429,U104317,iPhone,iOS 13,Chennai
D303430,U100058,Android Phone,Android 12,Hyderabad
D303431,U104489,Android Phone,Android 12,Mumbai
D303432,U101194,iPhone,iOS 13,Jaipur
D303433,U104767,iPhone,Android 12,Mumbai
D303434,U100675,iPhone,Windows 11,Hyderabad
D303435,U100501,Android Phone,Android 11,Kolkata
D303436,U100607,Android Phone,MacOS 10.15,Pune
D303437,U101481,iPhone,iOS 12,Kolkata
D303438,U104707,iPhone,iOS 14,Delhi
D303439,U102314,Android Phone,Android 11,Pune
D303440,U100826,Android Phone,MacOS 12,Jaipur
D303441,U103208,iPhone,iOS 15,Pune
D303442,U102540,Android Phone,Windows 11,Delhi
D303443,U103513,iPhone,MacOS 10.15,Mumbai
D303444,U103707,iPhone,MacOS 12,Bangalore
D303445,U103930,Android Phone,Android 12,Bangalore
D303446,U100756,Android Phone,Android 12,Mumbai
D303447,U102479,iPhone,Android 11,Jaipur
D303448,U103153,iPhone,iOS 14,Ahmedabad
D303449,U102782,Mac,MacOS 10.15,Ahmedabad
D303450,U104862,iPhone,Windows 10,Lucknow
D303451,U104802,Android Phone,iOS 14,Jaipur
D303452,U104059,Android Phone,iOS 13,Mumbai
D303453,U101200,iPhone,Windows 10,Delhi
D303454,U102644,Android Phone,iOS 13,Ahmedabad
D303455,U104018,iPhone,MacOS 10.15,Lucknow
D303456,U101341,Android Phone,iOS 14,Ahmedabad
D303457,U103559,Android Phone,iOS 15,Jaipur
D303458,U101245,Android Phone,Windows 10,Pune
D303459,U100700,Windows PC,Windows 10,Kolkata
D303460,U101199,iPhone,iOS 13,Mumbai
D303461,U104632,iPhone,iOS 12,Pune
D303462,U104976,Android Phone,iOS 12,Bangalore
D303463,U104276,Mac,MacOS 12,Bangalore
D303464,U101356,Mac,Android 10,Jaipur
D303465,U103897,Android Phone,Windows 10,Pune
D303466,U101091,iPhone,MacOS 12,Kolkata
D303467,U100633,Mac,Android 9,Ahmedabad
D303468,U101293,Android Phone,iOS 15,Ahmedabad
D303469,U100698,Android Phone,iOS 15,Kolkata
D303470,U103202,iPhone,iOS 12,Lucknow
D303471,U103415,Android Phone,Android 10,Delhi
D303472,U100178,iPhone,Windows 10,Kolkata
D303473,U100536,iPhone,iOS 14,Kolkata
D303474,U102395,Android Phone,Windows 11,Mumbai
D303475,U100566,Android Phone,Android 10,Ahmedabad
D303476,U104141,iPhone,MacOS 12,Mumbai
D303477,U102001,Android Phone,iOS 15,Ahmedabad
D303478,U102064,Android Phone,iOS 13,Ahmedabad
D303479,U100026,Android Phone,iOS 13,Kolkata
D303480,U103507,Windows PC,MacOS 12,Bangalore
D303481,U103607,Android Phone,iOS 14,Lucknow
D303482,U103781,Android Phone,iOS 14,Ahmedabad
D303483,U102701,iPhone,iOS 15,Mumbai
D303484,U101347,Android Phone,Android 12,Ahmedabad
D303485,U100390,iPhone,Android 12,Mumbai
D303486,U101577,Android Phone,Windows 11,Pune
D303487,U102717,Windows PC,Android 12,Bangalore
D303488,U100583,Android Phone,Android 9,Pune
D303489,U100270,Android Phone,iOS 13,Jaipur
D303490,U101084,Android Phone,Android 9,Ahmedabad
D303491,U100353,Mac,iOS 14,Ahmedabad
D303492,U100071,Windows PC,iOS 15,Ahmedabad
D303493,U102427,Android Phone,MacOS 12,Ahmedabad
D303494,U103725,Android Phone,iOS 15,Lucknow
D303495,U102499,Android Phone,iOS 12,Jaipur
D303496,U100456,Android Phone,iOS 15,Ahmedabad
D303497,U101694,Android Phone,iOS 15,Kolkata
D303498,U100177,Mac,Windows 10,Bangalore
D303499,U103108,Android Phone,MacOS 12,Chennai
D303500,U101165,Mac,Android 10,Pune
D303501,U101936,Android Phone,Windows 10,Pune
D303502,U104510,Windows PC,Windows 11,Kolkata
D303503,U102934,Android Phone,Android 12,Kolkata
D303504,U103824,Android Phone,iOS 12,Ahmedabad
D303505,U101748,iPhone,iOS 12,Hyderabad
D303506,U104653,Android Phone,iOS 12,Delhi
D303507,U103574,Windows PC,MacOS 10.15,Mumbai
D303508,U102578,iPhone,Android 12,Chennai
D303509,U102896,Tablet,iOS 13,Chennai
D303510,U103116,Windows PC,iOS 15,Ahmedabad
D303511,U100800,Android Phone,Android 12,Kolkata
D303512,U101258,Android Phone,Windows 10,Kolkata
D303513,U103431,iPhone,iOS 14,Delhi
D303514,U102203,Android Phone,Android 11,Delhi
D303515,U103919,iPhone,Android 11,Lucknow
D303516,U102629,Android Phone,Android 9,Jaipur
D303517,U100329,iPhone,iOS 14,Delhi
D303518,U103324,Android Phone,Windows 11,Kolkata
D303519,U103049,Android Phone,MacOS 12,Lucknow
D303520,U101823,Tablet,iOS 15,Ahmedabad
D303521,U103952,Windows PC,MacOS 12,Delhi
D303522,U101753,Android Phone,MacOS 12,Kolkata
D303523,U100573,Android Phone,iOS 15,Jaipur
D303524,U100606,iPhone,iOS 12,Bangalore
D303525,U104508,Android Phone,MacOS 10.15,Hyderabad
D303526,U101880,iPhone,iOS 15,Chennai
D303527,U102073,iPhone,Windows 11,Mumbai
D303528,U101527,Android Phone,Android 11,Jaipur
D303529,U103689,Android Phone,MacOS 12,Bangalore
D303530,U103027,Android Phone,iOS 13,Hyderabad
D303531,U104495,Android Phone,MacOS 10.15,Chennai
D303532,U104472,iPhone,iOS 12,Pune
D303533,U104948,Android Phone,MacOS 10.15,Ahmedabad
D303534,U101645,Mac,Windows 10,Hyderabad
D303535,U102919,iPhone,Android 11,Mumbai
D303536,U101732,Android Phone,Android 10,Bangalore
D303537,U103521,iPhone,Android 10,Bangalore
D303538,U103740,Android Phone,iOS 12,Pune
D303539,U101258,Android Phone,Android 9,Pune
D303540,U104298,iPhone,iOS 14,Mumbai
D303541,U101450,Android Phone,iOS 15,Pune
D303542,U104916,Android Phone,Windows 10,Kolkata
D303543,U104253,Android Phone,MacOS 12,Kolkata
D303544,U100090,Android Phone,Windows 11,Jaipur
D303545,U101991,iPhone,MacOS 12,Delhi
D303546,U101941,Tablet,iOS 15,Ahmedabad
D303547,U104112,iPhone,MacOS 10.15,Hyderabad
D303548,U103622,Tablet,Windows 11,Bangalore
D303549,U100252,iPhone,Windows 11,Bangalore
D303550,U104203,Android Phone,iOS 12,Mumbai
D303551,U101091,Windows PC,iOS 14,Pune
D303552,U101848,Android Phone,MacOS 10.15,Pune
D303553,U100850,Android Phone,iOS 13,Bangalore
D303554,U100787,Mac,iOS 15,Chennai
D303555,U102635,iPhone,iOS 15,Lucknow
D303556,U100423,Mac,Android 11,Ahmedabad
D303557,U100402,Android Phone,Android 9,Hyderabad
D303558,U103928,iPhone,Windows 10,Mumbai
D303559,U101719,Android Phone,Windows 11,Hyderabad
D303560,U103241,Android Phone,iOS 14,Chennai
D303561,U104931,Mac,iOS 15,Jaipur
D303562,U100254,Android Phone,Android 9,Mumbai
D303563,U103971,iPhone,Android 11,Lucknow
D303564,U100548,Mac,Windows 10,Lucknow
D303565,U103802,Windows PC,iOS 15,Ahmedabad
D303566,U101530,Android Phone,Android 11,Hyderabad
D303567,U100675,Android Phone,iOS 15,Hyderabad
D303568,U101143,Mac,Android 9,Lucknow
D303569,U101822,iPhone,Windows 11,Jaipur
D303570,U103648,Android Phone,Android 9,Jaipur
D303571,U103402,Android Phone,MacOS 10.15,Mumbai
D303572,U103643,Android Phone,Android 11,Kolkata
D303573,U100108,Mac,Android 12,Ahmedabad
D303574,U104876,Android Phone,MacOS 12,Mumbai
D303575,U102169,iPhone,Windows 11,Pune
D303576,U100556,Android Phone,iOS 12,Chennai
D303577,U104642,Android Phone,Android 11,Hyderabad
D303578,U103963,iPhone,Android 10,Lucknow
D303579,U100411,Windows PC,iOS 12,Jaipur
D303580,U102184,Android Phone,iOS 14,Chennai
D303581,U104531,Android Phone,iOS 13,Ahmedabad
D303582,U103413,iPhone,MacOS 10.15,Delhi
D303583,U100972,Android Phone,Windows 11,Ahmedabad
D303584,U103502,Android Phone,Android 12,Mumbai
D303585,U100945,iPhone,MacOS 10.15,Lucknow
D303586,U101759,Android Phone,iOS 13,Bangalore
D303587,U100977,iPhone,Android 9,Pune
D303588,U103466,Android Phone,MacOS 10.15,Pune
D303589,U104656,iPhone,Windows 10,Bangalore
D303590,U100222,Windows PC,iOS 12,Jaipur
D303591,U103018,Windows PC,MacOS 10.15,Mumbai
D303592,U101242,iPhone,MacOS 10.15,Lucknow
D303593,U103753,iPhone,MacOS 12,Hyderabad
D303594,U100696,Android Phone,MacOS 10.15,Kolkata
D303595,U101832,Android Phone,Android 12,Bangalore
D303596,U101029,Android Phone,iOS 14,Delhi
D303597,U104366,iPhone,Android 11,Pune
D303598,U100412,Android Phone,Windows 10,Ahmedabad
D303599,U102909,Android Phone,iOS 13,Jaipur
D303600,U100602,iPhone,MacOS 10.15,Lucknow
D303601,U102999,iPhone,MacOS 10.15,Bangalore
D303602,U103839,Android Phone,Android 12,Hyderabad
D303603,U103761,Android Phone,Android 12,Lucknow
D303604,U100166,iPhone,Android 9,Hyderabad
D303605,U103868,Mac,iOS 14,Ahmedabad
D303606,U101484,iPhone,iOS 12,Ahmedabad
D303607,U103409,Android Phone,MacOS 12,Lucknow
D303608,U104819,Windows PC,Windows 11,Chennai
D303609,U100594,Android Phone,iOS 13,Mumbai
D303610,U101813,Android Phone,iOS 14,Lucknow
D303611,U104333,Android Phone,iOS 15,Kolkata
D303612,U100707,Android Phone,MacOS 10.15,Mumbai
D303613,U101304,iPhone,MacOS 12,Pune
D303614,U102745,iPhone,iOS 13,Jaipur
D303615,U104980,Windows PC,iOS 12,Ahmedabad
D303616,U101473,iPhone,Windows 10,Chennai
D303617,U101927,Android Phone,Android 12,Lucknow
D303618,U103978,iPhone,Android 10,Delhi
D303619,U100599,iPhone,Android 12,Jaipur
D303620,U101638,iPhone,Android 12,Mumbai
D303621,U101580,Android Phone,iOS 15,Bangalore
D303622,U102005,iPhone,Windows 10,Chennai
D303623,U102867,iPhone,Android 10,Kolkata
D303624,U101108,Android Phone,Android 9,Delhi
D303625,U101957,Windows PC,Android 10,Ahmedabad
D303626,U104584,Android Phone,MacOS 10.15,Mumbai
D303627,U104143,Android Phone,Android 12,Mumbai
D303628,U104781,iPhone,iOS 14,Delhi
D303629,U103411,Windows PC,iOS 14,Lucknow
D303630,U102911,iPhone,Android 12,Delhi
D303631,U101067,Android Phone,MacOS 10.15,Ahmedabad
D303632,U100794,Tablet,Android 9,Pune
D303633,U102694,Android Phone,iOS 14,Jaipur
D303634,U102024,Android Phone,iOS 12,Kolkata
D303635,U103937,iPhone,Windows 11,Lucknow
D303636,U100048,Android Phone,Android 11,Kolkata
D303637,U104456,iPhone,MacOS 12,Mumbai
D303638,U100852,Tablet,Windows 11,Lucknow
D303639,U101974,Android Phone,Windows 10,Kolkata
D303640,U101781,Android Phone,iOS 13,Delhi
D303641,U104622,Android Phone,iOS 15,Pune
D303642,U103602,iPhone,Android 11,Chennai
D303643,U100179,iPhone,Android 9,Jaipur
D303644,U104265,Mac,Windows 10,Mumbai
D303645,U103383,iPhone,iOS 13,Ahmedabad
D303646,U100340,Tablet,iOS 12,Jaipur
D303647,U103909,Android Phone,Android 12,Mumbai
D303648,U100169,Android Phone,iOS 15,Hyderabad
D303649,U102125,Android Phone,iOS 14,Pune
D303650,U100810,iPhone,Windows 10,Lucknow
D303651,U100054,Android Phone,MacOS 12,Bangalore
D303652,U102797,Android Phone,MacOS 10.15,Kolkata
D303653,U103435,Android Phone,Android 12,Kolkata
D303654,U102398,Android Phone,Android 11,Chennai
D303655,U101712,iPhone,Android 10,Lucknow
D303656,U102567,Mac,iOS 14,Pune
D303657,U100759,Android Phone,Windows 11,Mumbai
D303658,U100249,iPhone,Android 12,Jaipur
D303659,U100785,Android Phone,MacOS 12,Mumbai
D303660,U100271,Android Phone,iOS 13,Jaipur
D303661,U103845,Android Phone,Windows 11,Kolkata
D303662,U103043,iPhone,Android 12,Pune
D303663,U100936,iPhone,Android 10,Jaipur
D303664,U102849,iPhone,iOS 14,Jaipur
D303665,U102420,Windows PC,iOS 14,Mumbai
D303666,U100556,Android Phone,iOS 13,Kolkata
D303667,U104851,iPhone,iOS 12,Delhi
D303668,U104689,iPhone,iOS 15,Pune
D303669,U103794,Android Phone,iOS 15,Kolkata
D303670,U104043,Android Phone,Android 10,Lucknow
D303671,U102735,Android Phone,Windows 10,Pune
D303672,U104019,Android Phone,Android 12,Kolkata
D303673,U102641,Android Phone,Windows 11,Mumbai
D303674,U100830,Android Phone,iOS 13,Bangalore
D303675,U100836,Mac,Android 11,Jaipur
D303676,U104270,Mac,Android 11,Mumbai
D303677,U102232,iPhone,MacOS 12,Jaipur
D303678,U103647,iPhone,Windows 10,Pune
D303679,U100724,Tablet,Android 11,Hyderabad
D303680,U102239,Android Phone,iOS 14,Kolkata
D303681,U100417,iPhone,Android 10,Delhi
D303682,U101103,iPhone,MacOS 10.15,Bangalore
D303683,U100545,Mac,Windows 11,Hyderabad
D303684,U101040,iPhone,Windows 11,Kolkata
D303685,U103033,Android Phone,iOS 13,Bangalore
D303686,U100027,iPhone,Android 10,Jaipur
D303687,U100967,Android Phone,iOS 13,Kolkata
D303688,U103454,Android Phone,iOS 14,Chennai
D303689,U100746,iPhone,Android 12,Ahmedabad
D303690,U102777,iPhone,iOS 12,Mumbai
D303691,U104335,Android Phone,Android 9,Delhi
D303692,U103900,Android Phone,iOS 14,Chennai
D303693,U100610,iPhone,Android 11,Delhi
D303694,U100737,Android Phone,MacOS 10.15,Chennai
D303695,U103528,Windows PC,Windows 11,Mumbai
D303696,U101732,Android Phone,iOS 15,Pune
D303697,U102085,iPhone,Android 11,Delhi
D303698,U102383,Android Phone,Windows 10,Bangalore
D303699,U102895,Mac,MacOS 12,Bangalore
D303700,U102245,Mac,iOS 15,Hyderabad
D303701,U100116,Android Phone,Windows 11,Kolkata
D303702,U100472,iPhone,MacOS 10.15,Ahmedabad
D303703,U100000,iPhone,MacOS 10.15,Ahmedabad
D303704,U101324,Android Phone,Android 10,Chennai
D303705,U104086,iPhone,MacOS 10.15,Delhi
D303706,U104858,Windows PC,Windows 11,Lucknow
D303707,U102377,iPhone,Windows 10,Chennai
D303708,U100136,Mac,Android 11,Hyderabad
D303709,U100356,Android Phone,iOS 13,Lucknow
D303710,U104075,Mac,MacOS 10.15,Pune
D303711,U101717,Tablet,MacOS 12,Hyderabad
D303712,U104408,Android Phone,Android 10,Chennai
D303713,U102531,Android Phone,iOS 13,Jaipur
D303714,U104395,iPhone,iOS 15,Mumbai
D303715,U100677,Mac,Android 10,Kolkata
D303716,U104291,Android Phone,Android 11,Chennai
D303717,U102731,Android Phone,iOS 15,Delhi
D303718,U102187,iPhone,iOS 15,Bangalore
D303719,U102643,Android Phone,Android 10,Mumbai
D303720,U101635,iPhone,iOS 13,Delhi
D303721,U103014,iPhone,iOS 15,Ahmedabad
D303722,U103850,Tablet,MacOS 12,Ahmedabad
D303723,U104051,Android Phone,MacOS 12,Jaipur
D303724,U104891,Mac,Android 12,Delhi
D303725,U102063,iPhone,Windows 10,Kolkata
D303726,U103844,Mac,iOS 14,Pune
D303727,U104442,Android Phone,Android 11,Kolkata
D303728,U100088,iPhone,iOS 14,Delhi
D303729,U102373,Windows PC,Android 10,Kolkata
D303730,U103503,iPhone,Android 10,Mumbai
D303731,U102285,Android Phone,iOS 12,Delhi
D303732,U100500,Android Phone,Android 12,Ahmedabad
D303733,U103278,Android Phone,Android 10,Delhi
D303734,U102030,Android Phone,Android 9,Bangalore
D303735,U103087,iPhone,iOS 14,Lucknow
D303736,U100006,Mac,Android 9,Lucknow
D303737,U100057,iPhone,Windows 11,Delhi
D303738,U103014,Android Phone,Android 9,Kolkata
D303739,U104912,Android Phone,iOS 15,Chennai
D303740,U103197,Android Phone,Android 10,Pune
D303741,U104713,Android Phone,iOS 15,Pune
D303742,U104236,Windows PC,Android 10,Delhi
D303743,U101406,Android Phone,iOS 13,Kolkata
D303744,U100511,Android Phone,iOS 15,Bangalore
D303745,U102792,iPhone,Android 11,Lucknow
D303746,U103102,Android Phone,Android 10,Bangalore
D303747,U103852,Android Phone,iOS 15,Delhi
D303748,U102605,iPhone,iOS 15,Pune
D303749,U104602,Android Phone,iOS 13,Jaipur
D303750,U104219,iPhone,Android 10,Jaipur
D303751,U102929,Android Phone,Android 12,Mumbai
D303752,U102756,iPhone,Android 11,Ahmedabad
D303753,U100094,Android Phone,iOS 15,Bangalore
D303754,U103904,Android Phone,Android 12,Mumbai
D303755,U103403,iPhone,iOS 12,Hyderabad
D303756,U104481,Android Phone,Android 12,Jaipur
D303757,U100465,Android Phone,Android 11,Jaipur
D303758,U100730,Android Phone,Windows 11,Pune
D303759,U103355,Android Phone,iOS 13,Kolkata
D303760,U102446,Android Phone,iOS 14,Hyderabad
D303761,U102937,Tablet,Android 12,Bangalore
D303762,U102172,Android Phone,Android 10,Mumbai
D303763,U103203,iPhone,Windows 10,Kolkata
D303764,U103292,Android Phone,Windows 10,Mumbai
D303765,U100946,Android Phone,Android 9,Delhi
D303766,U103801,iPhone,MacOS 10.15,Ahmedabad
D303767,U102468,iPhone,MacOS 10.15,Jaipur
D303768,U102877,Tablet,MacOS 10.15,Ahmedabad
D303769,U103089,Android Phone,iOS 13,Lucknow
D303770,U103722,Android Phone,Windows 10,Kolkata
D303771,U101501,iPhone,Android 9,Pune
D303772,U100033,Android Phone,iOS 15,Bangalore
D303773,U100908,Android Phone,Android 10,Kolkata
D303774,U104828,Android Phone,MacOS 10.15,Mumbai
D303775,U101113,Android Phone,MacOS 12,Pune
D303776,U101246,Windows PC,Android 10,Kolkata
D303777,U104290,Windows PC,iOS 14,Hyderabad
D303778,U101178,iPhone,iOS 15,Jaipur
D303779,U102322,Android Phone,Windows 11,Delhi
D303780,U101852,iPhone,iOS 13,Kolkata
D303781,U103305,iPhone,MacOS 10.15,Chennai
D303782,U102972,iPhone,iOS 12,Ahmedabad
D303783,U102574,iPhone,Android 12,Pune
D303784,U102507,Mac,Windows 10,Ahmedabad
D303785,U104170,Android Phone,iOS 14,Jaipur
D303786,U102907,iPhone,Android 9,Bangalore
D303787,U102542,Windows PC,iOS 15,Chennai
D303788,U104436,Mac,Android 12,Chennai
D303789,U100466,Mac,MacOS 10.15,Jaipur
D303790,U104167,Android Phone,MacOS 10.15,Kolkata
D303791,U100989,iPhone,iOS 13,Ahmedabad
D303792,U101658,Android Phone,MacOS 10.15,Bangalore
D303793,U100066,iPhone,MacOS 12,Lucknow
D303794,U102856,Android Phone,Windows 10,Kolkata
D303795,U104157,Android Phone,iOS 15,Lucknow
D303796,U101908,Mac,MacOS 12,Kolkata
D303797,U103316,Windows PC,MacOS 10.15,Delhi
D303798,U101965,Android Phone,iOS 13,Bangalore
D303799,U103796,Android Phone,Android 10,Kolkata
D303800,U104993,Android Phone,iOS 15,Mumbai
D303801,U103575,Android Phone,iOS 13,Ahmedabad
D303802,U101701,Android Phone,iOS 12,Chennai
D303803,U104122,Mac,Android 11,Jaipur
D303804,U100189,Android Phone,Windows 10,Lucknow
D303805,U104934,Android Phone,MacOS 10.15,Delhi
D303806,U104197,iPhone,iOS 15,Bangalore
D303807,U103267,Android Phone,Android 11,Pune
D303808,U103104,Android Phone,Android 9,Jaipur
D303809,U101261,Android Phone,Windows 10,Jaipur
D303810,U102156,Android Phone,Android 10,Mumbai
D303811,U100506,iPhone,Android 9,Bangalore
D303812,U101693,iPhone,Android 11,Mumbai
D303813,U102948,Android Phone,Android 11,Chennai
D303814,U101810,Windows PC,iOS 12,Pune
D303815,U103853,Mac,Android 12,Chennai
D303816,U104265,Windows PC,Android 11,Ahmedabad
D303817,U102807,Mac,Windows 11,Chennai
D303818,U101704,Mac,Windows 11,Hyderabad
D303819,U101517,Windows PC,Android 12,Hyderabad
D303820,U102733,Android Phone,iOS 12,Bangalore
D303821,U103598,Android Phone,Windows 11,Delhi
D303822,U100633,iPhone,MacOS 12,Bangalore
D303823,U102239,Windows PC,Windows 11,Ahmedabad
D303824,U102202,Windows PC,iOS 14,Ahmedabad
D303825,U101432,iPhone,MacOS 12,Mumbai
D303826,U101188,Windows PC,Windows 10,Chennai
D303827,U104205,iPhone,Windows 10,Jaipur
D303828,U102162,iPhone,Android 9,Jaipur
D303829,U102882,Android Phone,iOS 15,Delhi
D303830,U100191,Android Phone,Android 12,Ahmedabad
D303831,U101417,Android Phone,iOS 15,Ahmedabad
D303832,U101118,Android Phone,iOS 14,Mumbai
D303833,U101643,iPhone,Android 10,Chennai
D303834,U104208,Android Phone,iOS 13,Delhi
D303835,U102858,Mac,iOS 14,Pune
D303836,U104511,Android Phone,Android 9,Jaipur
D303837,U102114,iPhone,MacOS 10.15,Mumbai
D303838,U103850,Android Phone,MacOS 12,Chennai
D303839,U100802,Windows PC,Android 9,Hyderabad
D303840,U104076,Android Phone,Android 10,Delhi
D303841,U103052,iPhone,Android 10,Bangalore
D303842,U100193,iPhone,iOS 13,Bangalore
D303843,U103445,iPhone,iOS 15,Delhi
D303844,U102396,iPhone,Android 11,Pune
D303845,U100000,iPhone,MacOS 10.15,Ahmedabad
D303846,U104234,Windows PC,Android 12,Delhi
D303847,U102684,Android Phone,Android 12,Mumbai
D303848,U103032,Mac,iOS 15,Delhi
D303849,U102885,Android Phone,MacOS 10.15,Lucknow
D303850,U100452,Android Phone,Android 11,Hyderabad
D303851,U101660,Android Phone,iOS 12,Hyderabad
D303852,U103508,Android Phone,iOS 12,Delhi
D303853,U101693,Android Phone,iOS 13,Delhi
D303854,U104441,Windows PC,iOS 13,Lucknow
D303855,U101588,iPhone,MacOS 12,Lucknow
D303856,U102297,Tablet,Android 10,Hyderabad
D303857,U102226,Android Phone,iOS 13,Mumbai
D303858,U100094,iPhone,Android 12,Delhi
D303859,U104059,Android Phone,iOS 15,Jaipur
D303860,U100678,Android Phone,Windows 11,Hyderabad
D303861,U102345,Android Phone,MacOS 12,Chennai
D303862,U104539,iPhone,iOS 13,Delhi
D303863,U104968,iPhone,Android 12,Hyderabad
D303864,U101151,Android Phone,MacOS 12,Jaipur
D303865,U101880,Android Phone,Android 10,Jaipur
D303866,U102828,Android Phone,Android 10,Ahmedabad
D303867,U103496,Android Phone,MacOS 12,Delhi
D303868,U101250,iPhone,MacOS 10.15,Ahmedabad
D303869,U102744,iPhone,iOS 14,Pune
D303870,U104171,Windows PC,Android 12,Jaipur
D303871,U103811,Tablet,MacOS 12,Mumbai
D303872,U104110,Android Phone,MacOS 12,Jaipur
D303873,U104441,Mac,MacOS 10.15,Ahmedabad
D303874,U104306,iPhone,Windows 11,Ahmedabad
D303875,U102558,Android Phone,iOS 15,Mumbai
D303876,U104871,Windows PC,iOS 12,Jaipur
D303877,U102472,Android Phone,iOS 13,Delhi
D303878,U103547,iPhone,iOS 14,Bangalore
D303879,U104713,iPhone,iOS 13,Mumbai
D303880,U100216,Mac,MacOS 10.15,Bangalore
D303881,U104668,iPhone,Android 10,Pune
D303882,U104109,Windows PC,Android 9,Lucknow
D303883,U104984,Android Phone,iOS 13,Lucknow
D303884,U103863,Tablet,Android 11,Mumbai
D303885,U100782,iPhone,Windows 11,Lucknow
D303886,U101509,iPhone,MacOS 10.15,Mumbai
D303887,U100017,Windows PC,MacOS 12,Ahmedabad
D303888,U103039,Android Phone,iOS 12,Mumbai
D303889,U102186,Android Phone,MacOS 12,Jaipur
D303890,U102373,Windows PC,Android 10,Chennai
D303891,U103666,Mac,MacOS 12,Jaipur
D303892,U104101,iPhone,Android 11,Hyderabad
D303893,U100364,Android Phone,Android 9,Hyderabad
D303894,U104584,Android Phone,Windows 11,Kolkata
D303895,U101868,iPhone,iOS 14,Bangalore
D303896,U103760,Android Phone,iOS 12,Hyderabad
D303897,U102907,Mac,Android 11,Pune
D303898,U102218,iPhone,iOS 12,Mumbai
D303899,U101062,Android Phone,iOS 15,Mumbai
D303900,U100948,Android Phone,Android 10,Kolkata
D303901,U103655,Mac,MacOS 12,Jaipur
D303902,U101606,iPhone,Windows 10,Chennai
D303903,U101147,Android Phone,MacOS 10.15,Kolkata
D303904,U100028,iPhone,Android 9,Lucknow
D303905,U104203,Android Phone,MacOS 10.15,Bangalore
D303906,U101977,Android Phone,MacOS 10.15,Chennai
D303907,U101741,iPhone,iOS 12,Jaipur
D303908,U101858,Android Phone,iOS 14,Hyderabad
D303909,U102993,Android Phone,iOS 14,Mumbai
D303910,U102409,Android Phone,Windows 11,Bangalore
D303911,U102720,Android Phone,Android 12,Lucknow
D303912,U101389,iPhone,MacOS 12,Jaipur
D303913,U101482,iPhone,iOS 14,Lucknow
D303914,U104313,Android Phone,Android 9,Kolkata
D303915,U102195,Android Phone,Android 12,Pune
D303916,U104864,iPhone,Android 10,Mumbai
D303917,U104229,Mac,Windows 11,Ahmedabad
D303918,U103558,Android Phone,iOS 12,Hyderabad
D303919,U102741,Android Phone,iOS 13,Delhi
D303920,U104187,Mac,iOS 12,Jaipur
D303921,U100277,Android Phone,Windows 10,Kolkata
D303922,U102495,Tablet,MacOS 12,Lucknow
D303923,U103565,Windows PC,MacOS 10.15,Jaipur
D303924,U100540,Android Phone,MacOS 12,Kolkata
